,transaction date,transaction type,product id,sku id,buyer country,buyer postal code,amount (merchant currency)
53,2021-06-08,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78006,4.51
54,2021-06-08,Charge,com.vansteinengroentjes.apps.ddfive,premium,GB,TW20 8JA,1.75
55,2021-06-08,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,53012,4.51
56,2021-06-09,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,39501,2.86
57,2021-06-09,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,80260,4.51
58,2021-06-09,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,30458,2.87
59,2021-06-09,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,55906,4.51
60,2021-06-10,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,93257,2.87
61,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,17407,2.88
62,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,premium,CA,K8H 1M8,3.05
63,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,CA,K8H 1M8,5.09
64,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,43229,4.54
65,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,32404,4.53
66,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,84128,4.53
67,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,premium,MX,31120,2.33
68,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97236,4.53
69,2021-06-11,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,53209,4.53
70,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,premium,SE,11320,1.72
71,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,45662,2.88
72,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,88012,4.53
73,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,88012,2.88
74,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,76048,4.53
75,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,76048,2.88
76,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,94928,4.53
77,2021-06-12,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,80909,4.53
78,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,54481,4.53
79,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,54481,2.88
80,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,34972,2.88
81,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,34972,4.53
82,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,48186,4.53
83,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,61866,4.53
84,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,86442,2.88
85,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,25313,4.53
86,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,76179,4.53
87,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,39437,4.54
88,2021-06-13,Charge,com.vansteinengroentjes.apps.ddfive,premium,CA,V2K 1Z1,3.05
89,2021-06-14,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,06241,2.88
90,2021-06-14,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,14561,4.53
91,2021-06-14,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,14561,2.88
92,2021-06-14,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,71235,2.88
93,2021-06-14,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,35802,2.88
94,2021-06-14,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,96002,2.88
95,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,48187,2.88
96,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,61944,4.53
97,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,55904,2.88
98,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,61944,2.88
99,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,49307,2.88
100,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,83647,2.88
101,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,63037,2.88
102,2021-06-15,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,63037,4.53
103,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,93433,2.88
104,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,93433,4.53
105,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,98008,2.88
106,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,68521,4.58
107,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,40272,2.91
108,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,33173,4.58
109,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,20657,2.91
110,2021-06-16,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,89081,4.57
111,2021-06-17,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,74055,2.93
112,2021-06-17,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,74055,4.61
113,2021-06-17,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,02721,4.61
114,2021-06-17,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,76548,2.93
115,2021-06-17,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,78832,2.93
116,2021-06-17,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78832,4.61
117,2021-06-18,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,28574,4.62
118,2021-06-18,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,28574,2.94
119,2021-06-18,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,35121,2.94
120,2021-06-18,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,75901,4.63
121,2021-06-18,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,97045,2.94
122,2021-06-18,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97045,4.63
123,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,44221,2.94
124,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,premium,DE,86502,1.76
125,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,64116,4.63
126,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,46706,4.63
127,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98272,4.63
128,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,83442,4.63
129,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,91755,4.63
130,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,premium,GB,DN200HS,1.76
131,2021-06-19,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,96789,4.63
132,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,AU,4740,4.58
133,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,49415,2.94
134,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,49415,4.63
135,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,14150,4.63
136,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,48708,4.63
137,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,92345,4.63
138,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,55401,4.63
139,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,12839,2.94
140,2021-06-20,Charge,com.vansteinengroentjes.apps.ddfive,premium,TR,06450,1.55
141,2021-06-21,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,45337,2.93
142,2021-06-21,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,33955,2.93
143,2021-06-21,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,24301,2.93
144,2021-06-21,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,90650,4.61
145,2021-06-21,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,77351,4.61
146,2021-06-21,Charge,com.vansteinengroentjes.apps.ddfive,premium,BG,9000,1.76
147,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,99403,4.61
148,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,NL,2623HL,2.88
149,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,PE27 6TX,2.85
150,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,13601,4.6
151,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,39073,2.92
152,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,49274,2.92
153,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,12401,4.6
154,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,12401,2.92
155,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98823,4.6
156,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,41751,4.6
157,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,41751,2.93
158,2021-06-22,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,48420,2.93
159,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,77471,4.6
160,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,SK23 7GB,2.86
161,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,59644,2.92
162,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,47802,4.6
163,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,premium,IE,V94 FDX5,1.7
164,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,IE,V94 FDX5,2.84
165,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,76557,4.6
166,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,02721,2.93
167,2021-06-23,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,84601,4.6
168,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,79416,2.93
169,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,79416,4.61
170,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,28719,2.92
171,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,37357,2.92
172,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,premium,DE,16816,1.76
173,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,AT,5020,2.91
174,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,82501,4.6
175,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,82501,2.93
176,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,29178,2.93
177,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,29178,4.6
178,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,13904,4.6
179,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,49329,4.6
180,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,64054,4.6
181,2021-06-24,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,68116,4.6
182,2021-06-25,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,89030,4.6
183,2021-06-25,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,89030,2.92
184,2021-06-25,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,EN9 2AL,2.84
185,2021-06-25,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98092,4.6
186,2021-06-25,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,MX,06666,3.97
187,2021-06-25,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,71833,4.6
188,2021-06-25,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,01475,2.92
189,2021-06-26,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,80521,4.6
190,2021-06-26,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,80521,2.92
191,2021-06-26,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,76557,2.92
192,2021-06-26,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,26301,2.92
193,2021-06-26,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,26301,4.6
194,2021-06-26,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,85635,4.6
195,2021-06-27,Charge,com.vansteinengroentjes.apps.ddfive,premium,CA,V9A 4C4,3.06
196,2021-06-27,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,48453,4.6
197,2021-06-27,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,48453,2.92
198,2021-06-27,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,73005,4.6
199,2021-06-27,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,DN200HS,2.84
200,2021-06-27,Charge,com.vansteinengroentjes.apps.ddfive,premium,CA,n2m1x1,3.06
201,2021-06-27,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,85710,4.6
202,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,60073,4.6
203,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,60073,2.93
204,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,39047,4.6
205,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,19150,2.93
206,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,17090,4.6
207,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,17090,2.92
208,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,NL,3225BT,2.88
209,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,62220,4.6
210,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,ES,28043,2.88
211,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,76123,4.6
212,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,76123,2.93
213,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98671,4.61
214,2021-06-28,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,68873,2.93
215,2021-06-29,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,40447,4.61
216,2021-06-29,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,19094,4.61
217,2021-06-29,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,85710,2.93
218,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,84057,2.95
219,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,55906,4.63
220,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,55906,2.94
221,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,14882,4.63
222,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97405,4.63
223,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97444,4.63
224,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97141,4.63
225,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,83651,4.63
226,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,86409,4.63
227,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,79912,2.95
228,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,79912,4.63
229,2021-06-30,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,18705,4.63
230,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,premium,DE,58239,1.76
231,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,premium,GB,M28 3GY,1.76
232,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,45631,2.94
233,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,NL,1357BB,3.5
234,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,93454,4.63
235,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,93454,2.95
236,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,07065,2.95
237,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,07065,4.63
238,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,76201,2.95
239,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,76201,4.64
240,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,86409,2.95
241,2021-07-01,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,72756,4.63
242,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,BR,27115010,3.51
243,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,66046,4.64
244,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,66046,2.95
245,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,92310,2.94
246,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,85017,2.94
247,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,85017,4.63
248,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,77077,4.63
249,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,77077,2.94
250,2021-07-02,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98597,4.63
251,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,27028,4.63
252,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,59404,2.94
253,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,CA,T2Y 4S7,5.12
254,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,60345,4.63
255,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,DE,31311,3.56
256,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,78666,2.94
257,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,61101,4.63
258,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,85206,2.94
259,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,premium,AU,3840,2.76
260,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,84042,4.63
261,2021-07-03,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,83704,2.94
262,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,premium,GB,NG318QT,2.14
263,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,NG318QT,3.46
264,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,23069,2.94
265,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,63755,4.63
266,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,64866,4.63
267,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,64866,2.94
268,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,premium,GB,HP144RR,2.14
269,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,83655,2.94
270,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,83655,4.63
271,2021-07-04,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,90601,4.63
272,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,22033,4.62
273,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,premium,ZA,7530,2.58
274,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,RU,117437,3.43
275,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,34957,4.63
276,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,48706,4.63
277,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,47283,4.63
278,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,47283,2.94
279,2021-07-05,Charge,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,67005,4.63
280,2021-07-06,Charge,com.vansteinengroentjes.apps.ddfive,premium,US,62960,2.95
