,package name,app version code,app version name,reviewer language,device,date,review submit millis since epoch,review last update date and time,review last update millis since epoch,rating,review title,review text,developer reply date and time,developer reply millis since epoch,developer reply text,review link
12,com.vansteinengroentjes.apps.ddfive,286.0,8.1.1,en,gtesltetmo,2021-11-25,1637814757722,2021-11-25T09:44:49Z,1637833489332,5,,"Absolutely wonderful app! Withnthe recent fix to the sudden android icon, the app works perfectly!",2021-11-25T07:17:39Z,1637824659437.0,We have found and resolved the issue and we will release an update in a few hours. Sorry for the inconvenience.,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGmC7pwXnUdk8gCGiSIEoD9IIp5h5t7RoING0k_mk6pqaTLOyANlML0ZQyNZfEB8GpSOJ5jYrPkEDTvlg&corpus=PUBLIC_REVIEWS
13,com.vansteinengroentjes.apps.ddfive,288.0,8.1.1,en,mido,2021-11-20,1637452159254,2021-11-25T15:28:58Z,1637854138748,5,,"The newest update fixed it, re downloaded the additional content and so far it works great once again!",2021-11-25T07:18:28Z,1637824708947.0,We have resolved the issue and we will release a nee version in a few hours.,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOFCjauLcWCERfwPc0V-viJwb6KE8FyOnOGj5sBLm5SaU6yt9mjmh4rga417J32DczCdcGm5bjRk2pArkg&corpus=PUBLIC_REVIEWS
14,com.vansteinengroentjes.apps.ddfive,288.0,8.1.1,en,sofiar,2021-11-25,1637882647616,2021-11-25T23:24:07Z,1637882647616,5,,,,,,
15,com.vansteinengroentjes.apps.ddfive,288.0,8.1.1,es,java,2021-11-26,1637967536334,2021-11-26T22:58:56Z,1637967536334,5,,,,,,
1,com.vansteinengroentjes.apps.ddfive,288.0,8.1.1,en,c2q,2021-12-05,1638683414660,2021-12-05T05:50:14Z,1638683414660,4,,"Love this app, wish that when I would update the data base it wouldn't have a bunch of duplicates. Other wise awesome set up. Helps me find things faster than most apps I've tried",,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGtWTi_yVwhyD6nh1B8zWRiXE1MrU55N2T48zIOlc4efqhjN6ieSw5bM3TCOIp2mVq9D_vtsuCec_g0Jg&corpus=PUBLIC_REVIEWS
2,com.vansteinengroentjes.apps.ddfive,288.0,8.1.1,en,ginna,2021-12-05,1638740300822,2021-12-05T21:38:20Z,1638740300822,4,,"Super good, works offline. You should add a dice roller too!",2021-12-06T07:23:46Z,1638775426858.0,Thank you for the review! There is a dice roller in the DM tools section as well as in the Character Manager.,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOHXMQCdzGxC0gDrOyrTpna0svWvnzWEiGfIMUXCQ7lEb8IXaPhblLYHsVUBB6JObW0oTVGsqLiQ17Q90g&corpus=PUBLIC_REVIEWS
3,com.vansteinengroentjes.apps.ddfive,,,en,a51,2021-12-06,1638758868121,2021-12-06T02:47:48Z,1638758868121,5,,,,,,
4,com.vansteinengroentjes.apps.ddfive,,,fr,klein,2021-12-11,1639206794948,2021-12-11T07:13:14Z,1639206794948,1,,,,,,
5,com.vansteinengroentjes.apps.ddfive,,,en,troika_sprout,2021-12-13,1639421680663,2021-12-13T18:54:40Z,1639421680663,5,,,,,,
6,com.vansteinengroentjes.apps.ddfive,288.0,8.1.1,en,beyond1q,2021-12-13,1639436164880,2021-12-13T22:56:04Z,1639436164880,4,,,,,,
7,com.vansteinengroentjes.apps.ddfive,289.0,8.1.2,en,berlna,2021-12-28,1640701198042,2021-12-28T14:19:58Z,1640701198042,4,,"This app is amazing! There is a lot of content on here that you would need to pay alot otherwise to get. That being said, I have a few issues with the character creator. The character creator doesn't allow you to equip your armor and weapons. All equipment has to be plugged in manually. And it doesn't show you how many spell slots you have per long rest. That being said, I love this app! But I feel the character creator could do with a few tweaks, personally. Keep up the great work guys!",,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOFjPUxZ3lJdCgGBehpRsUtmeyFAtyLU9rYTg70srIhqt4yrhvmLI3fccAsZPcabLpW7Zi5faTDf-5J_FQ&corpus=PUBLIC_REVIEWS
8,com.vansteinengroentjes.apps.ddfive,289.0,8.1.2,en,flame,2021-12-31,1640956909708,2021-12-31T13:21:49Z,1640956909708,5,,Great app for character building!,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOFhpAzv7totBZoAJQqwWtj7J4stC3BdD170CNhqDgjOwI6WY7MRLfgguG1tI1WzEiSSyJ6f8-aqjnzVsA&corpus=PUBLIC_REVIEWS
